EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1119,Orlando,Henderson,2019-11-24,2020-12-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Involuntary,City mouth training radio Mrs.,Production       ,Field Operations,31-12-1994,MA,Laborer,Female,49105,White,Single,Fully Meets,3
1120,Darian,Potts,2020-08-17,,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,People Services,20-09-1968,MA,Administration,Female,24637,Black,Divorced,Fully Meets,3
1121,Isabela,Collins,2021-03-16,,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,29-05-1981,MA,Lineman,Female,87582,Hispanic,Widowed,Fully Meets,3
1122,Sierra,Macias,2021-11-16,2022-08-26,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Food ball huge out simply according.,Production       ,General - Con,13-11-1975,MA,Technician,Female,35632,White,Married,Fully Meets,3
1123,Giuliana,Farmer,2022-05-03,,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1965-06-11,MA,Lineman,Female,38475,Other,Married,Fully Meets,3
1124,Pierce,Robbins,2019-12-24,2022-11-11,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Strategy fear tough wife here now.,Production       ,Engineers,17-06-1986,MA,Technician,Female,80817,Other,Married,Fully Meets,3
1125,Lamont,Bridges,2021-10-21,,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Aerial,1991-05-05,MA,Lineman,Male,10511,Hispanic,Married,Fully Meets,3
1126,Gretchen,Richard,2018-09-08,2020-03-06,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Feeling usually west peace money political the.,Production       ,Engineers,27-10-1959,MA,Engineer,Male,6305,White,Divorced,Fully Meets,3
1127,Axel,Hart,2019-02-26,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-03-2001,MA,Technician,Male,33576,White,Married,Fully Meets,3
1128,Emma,Escobar,2023-04-21,,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,20-06-1957,MA,Technician,Female,12707,Hispanic,Married,Fully Meets,3
1129,Maximilian,Craig,2019-09-19,2021-10-23,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Resignation,Mission media writer cell.,Production       ,Field Operations,17-05-1956,MA,Tower Hand,Female,73131,Other,Married,Fully Meets,3
1130,Erik,Padilla,2020-12-23,,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Technology / It,17-02-1997,MA,Intern,Female,37659,Hispanic,Divorced,Fully Meets,3
1131,Gilbert,Duffy,2019-03-29,,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Splicing,22-03-1995,MA,Operator,Female,48502,Black,Single,Fully Meets,3
1132,Raymond,Ayers,2021-05-15,2023-05-03,Production Technician I,James Burgess,raymond.ayers@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Involuntary,Note claim hundred central bad.,Production       ,Aerial,1963-04-11,MA,Laborer,Female,88428,Hispanic,Widowed,Fully Meets,3
1133,Vincent,Wyatt,2022-03-14,2022-10-02,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Field year certainly data sense table yes.,Production       ,Aerial,20-11-1949,MA,Engineer,Female,95347,Hispanic,Married,Fully Meets,3
1134,Micah,Stanley,2021-12-06,2022-01-08,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,For majority down.,Production       ,General - Con,1996-07-09,MA,Technician,Female,80920,Asian,Single,Fully Meets,3
1135,Evan,Chen,2021-10-27,,Production Technician I,Anita Dudley,evan.chen@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,30-08-1964,MA,Principal,Male,7440,Other,Widowed,Fully Meets,3
1136,Serenity,Thornton,2023-04-01,,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,27-03-1946,MA,Driver,Male,84202,Other,Divorced,Fully Meets,3
1137,Talan,Rivas,2019-05-29,,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,28-02-1954,MA,Laborer,Male,3187,Black,Single,Fully Meets,3
1138,Calvin,Braun,2019-07-12,2022-07-12,Production Technician I,David Park,calvin.braun@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,It stay center free vote.,Production       ,General - Eng,1983-02-08,MA,Coordinator,Male,2766,Black,Divorced,Fully Meets,3
1139,Cale,Bender,2018-08-10,2022-02-21,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Involuntary,Most could result else think this window.,Production       ,Splicing,1953-11-04,MA,Technician,Male,75014,Hispanic,Married,Fully Meets,3
1140,Kirsten,Vance,2021-09-29,,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,1988-11-08,MA,Engineer,Female,53486,Black,Single,Fully Meets,3
1141,Cade,Cox,2021-08-05,,Production Technician I,Terry Henson,cade.cox@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,14-08-1941,MA,Locator,Female,73898,Black,Divorced,Fully Meets,3
1142,Ibrahim,Wolfe,2023-08-02,,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Project Management - Con,1992-10-11,MA,Coordinator,Female,89723,Asian,Married,Fully Meets,3
1143,Elianna,Schmitt,2018-09-02,2021-07-28,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Resignation,Year total care thousand what each.,Production       ,Field Operations,20-06-1942,MA,Lineman,Female,46695,Hispanic,Widowed,Fully Meets,3
1144,Colby,Wolfe,2019-10-13,,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Wireline Construction,16-04-1963,MA,Project Manager,Female,12711,Asian,Single,Fully Meets,3
1145,Autumn,Barrera,2020-09-24,,Production Technician II,David Moore,autumn.barrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),1948-04-03,MA,Shop,Male,66792,Hispanic,Married,Fully Meets,3
1146,Emmalee,Cervantes,2023-08-06,,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,1963-10-11,MA,Groundman,Male,81317,Hispanic,Divorced,Fully Meets,3
1147,Ernest,Willis,2019-06-11,2022-02-27,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,By small force myself team industry.,Production       ,General - Con,30-09-1943,MA,Lineman,Female,50894,Black,Single,Fully Meets,3
1148,Jaxon,Anderson,2019-02-14,,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,22-06-1943,MA,Project Manager,Female,22415,Black,Married,Fully Meets,3
1149,Precious,Caldwell,2022-03-17,,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,17-09-1941,MA,Locator,Female,5855,Asian,Married,Fully Meets,3
1150,Yahir,Serrano,2020-08-05,,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,1981-03-04,MA,Lineman,Female,64124,White,Single,Fully Meets,3
1151,Krystal,Peterson,2022-08-23,,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,29-06-1978,MA,Laborer,Male,2497,Asian,Widowed,Fully Meets,3
1152,Jadyn,Haley,2023-01-12,,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,1963-02-10,MA,Engineer,Female,36242,Other,Divorced,Fully Meets,3
1153,Davis,Roberts,2020-04-14,2021-09-10,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Ok though floor sense want future.,Production       ,Field Operations,20-10-1941,MA,Laborer,Female,87428,Asian,Divorced,Fully Meets,3
1154,Meadow,Avery,2021-09-27,2023-02-05,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Leader above room hand collection imagine.,Production       ,Field Operations,1987-01-11,MA,Laborer,Female,76772,White,Married,Fully Meets,3
1155,Allyson,Owen,2018-11-17,2020-03-12,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Provide machine statement now.,Production       ,Finance & Accounting,1951-06-11,MA,Clerk,Female,21218,Other,Married,Fully Meets,3
1156,Francisco,Simon,2019-07-22,2023-02-28,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Science available hard.,Production       ,Billable Consultants,20-04-1980,MA,Project Manager,Male,94316,Hispanic,Married,Fully Meets,3
1157,Trent,Christian,2019-02-10,,Production Technician I,Kristen Chan,trent.christian@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,18-03-1996,MA,Manager,Male,39746,Hispanic,Married,Fully Meets,3
1158,Chaya,Boyd,2018-11-22,2020-07-19,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Himself final success these or card strategy.,Production       ,Field Operations,1958-04-07,MA,Technician,Male,96001,Asian,Widowed,Fully Meets,3
1159,Nehemiah,Rivas,2023-04-23,,Production Technician I,Jennifer Cox,nehemiah.rivas@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Splicing,1979-03-06,MA,Splicer,Male,62733,Other,Divorced,Fully Meets,3
1160,Wyatt,Spence,2022-12-26,2023-05-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,Production       ,General - Con,1976-10-09,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3
1161,Abram,Fisher,2020-06-14,,Production Technician I,Brian Henderson,abram.fisher@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Yard (Material Handling),30-08-1954,MA,Runner,Female,78453,Other,Widowed,Fully Meets,3
1162,Jayleen,Oconnell,2022-03-29,2023-05-20,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,For law simple design entire while.,Production       ,General - Con,17-08-1983,MA,Laborer,Female,85444,Asian,Widowed,Fully Meets,3
1163,Jordon,Meadows,2022-12-18,,Production Manager,Julie Griffin,jordon.meadows@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,1996-07-02,MA,Manager,Female,93166,White,Divorced,Fully Meets,3
1164,Justice,Pineda,2019-03-21,,Production Manager,Curtis Fitzpatrick,justice.pineda@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Sga,25-10-1950,MA,Project Coordinator,Female,12732,Other,Married,Fully Meets,3
1165,Isiah,Decker,2021-02-08,,Production Manager,Elizabeth Garcia,isiah.decker@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,1998-09-09,MA,Laborer,Female,48895,Other,Widowed,Fully Meets,3
1166,Giada,Boone,2022-06-06,,Production Technician II,Michelle Castillo,giada.boone@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,13-01-1965,MA,Foreman,Male,73043,Other,Married,Fully Meets,3
1167,Camryn,Guerra,2021-11-01,,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,1955-01-09,MA,Laborer,Female,69064,Other,Single,Fully Meets,3
1168,Melody,Rollins,2023-01-19,,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,1951-10-01,MA,Assistant,Female,85041,White,Married,Fully Meets,3
1169,Lucia,Cummings,2020-07-30,,Production Technician II,Mrs. Danielle Dickerson DDS,lucia.cummings@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,15-09-1960,MA,Operator,Female,66037,Asian,Single,Fully Meets,3
1170,Jaylen,Serrano,2023-07-16,,Production Technician II,Stacy Ellis,jaylen.serrano@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Underground,18-07-1951,MA,Laborer,Female,53112,Black,Single,Fully Meets,3
1171,Jayson,Bright,2022-06-16,,Production Technician I,Hannah Bailey,jayson.bright@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,24-07-1953,MA,Laborer,Female,93320,Hispanic,Single,Fully Meets,3
1172,Carlie,Wilkerson,2021-06-13,2022-05-27,Production Technician I,Charles Rogers,carlie.wilkerson@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Voluntary,Truth game down which.,Production       ,Engineers,20-05-1952,MA,Engineer,Male,39849,Asian,Married,Fully Meets,3
1173,Kaylyn,Patrick,2020-11-14,2021-11-01,Production Technician I,Christine Foster,kaylyn.patrick@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Sure trip sound action.,Production       ,Isp,30-01-1968,MA,Manager,Female,38596,White,Widowed,Fully Meets,3
1174,Evie,Pope,2020-06-16,2023-03-13,Production Technician I,Tyler Brown,evie.pope@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Treatment power card almost pretty sister.,Production       ,Field Operations,1973-10-12,MA,Construction Manager,Female,31731,Other,Widowed,Fully Meets,3
1175,Nayeli,Kelley,2018-12-20,2020-12-24,Production Technician I,Holly Nichols,nayeli.kelley@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Reduce subject positive war score interesting.,Production       ,Catv,1996-04-08,MA,Laborer,Female,38710,Asian,Divorced,Fully Meets,3
1176,Krista,Franco,2022-10-29,,Production Technician I,Jennifer Phillips,krista.franco@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,27-12-1960,MA,Project Manager,Female,7184,White,Married,Fully Meets,3
1177,Teresa,Farrell,2020-07-20,,Production Technician I,Shannon Cruz,teresa.farrell@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,1968-06-07,MA,Lineman,Female,13425,Other,Married,Fully Meets,3
1178,Dorian,Fox,2021-10-03,2021-12-19,Production Technician I,Jamie Lowe,dorian.fox@bilearner.com,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Occur air as along approach.,Production       ,Field Operations,1959-07-05,MA,Laborer,Male,93796,Other,Single,Fully Meets,3
1179,Madeleine,Sherman,2022-07-16,,Production Technician I,Paige Calderon,madeleine.sherman@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,1990-08-09,MA,Supervisor,Male,92453,Black,Divorced,Fully Meets,3
1180,Allan,Butler,2020-06-30,,Production Technician I,Jacob Taylor,allan.butler@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Underground,30-11-1944,MA,Laborer,Male,10449,Hispanic,Single,Fully Meets,3
1181,Nevaeh,Davila,2021-06-13,,Production Technician I,Sandra Pollard,nevaeh.davila@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Wireline Construction,16-06-1993,MA,Laborer,Male,14795,Other,Married,Fully Meets,3
1182,Gunnar,Webster,2020-12-29,2022-10-24,Production Technician I,Alex Cox,gunnar.webster@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Voluntary,Here best worry rich might about yourself.,Production       ,Splicing,1973-09-12,MA,Splicer,Female,60901,Black,Divorced,Fully Meets,3
1183,Aydin,Tate,2022-02-03,,Production Technician I,Jon Adams,aydin.tate@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Catv,18-12-1946,MA,Technician,Female,64083,Black,Married,Fully Meets,3
1184,Patrick,Mckinney,2022-01-10,2023-05-11,Production Technician I,Cassandra Cox,patrick.mckinney@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,New out peace director fish.,Production       ,Wireline Construction,1951-01-10,MA,Foreman,Female,50781,Hispanic,Divorced,Fully Meets,3
1185,Milagros,Foley,2018-12-13,,Production Manager,Lucas Duffy,milagros.foley@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,22-02-1973,MA,Engineer,Female,67399,Other,Widowed,Fully Meets,3
1186,Rachael,Buck,2021-03-03,,Production Manager,Ashley Ellis,rachael.buck@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Splicing,25-08-1983,MA,Tester,Female,82086,Hispanic,Single,Fully Meets,3
1187,Rigoberto,Townsend,2021-07-04,,Production Manager,Allison Figueroa,rigoberto.townsend@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,15-09-1997,MA,Supervisor,Female,97001,Black,Single,Fully Meets,3
1188,Reagan,Odonnell,2020-02-06,2021-07-21,Production Technician II,Alex Bernard,reagan.odonnell@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Direction west appear son school anything.,Production       ,General - Sga,28-05-1979,MA,Estimator,Male,13562,Black,Divorced,Fully Meets,3
1189,Roy,Morse,2020-06-28,2022-07-11,Production Technician II,Micheal Bryant,roy.morse@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Somebody pass again say cultural.,Production       ,General - Eng,1988-07-03,MA,Engineer,Female,55949,Other,Married,Fully Meets,3
1190,Rafael,Buchanan,2020-12-22,2021-11-20,Production Technician II,Bryan Simpson,rafael.buchanan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Table day sit wish attention marriage cause.,Production       ,Project Management - Eng,20-04-1998,MA,Project Manager,Female,88496,Hispanic,Married,Fully Meets,3
